,song,artist,urls
487,My Generation,Purrple Cat,https://open.spotify.com/track/7FSU3kJPedAvx8a5Sbi62m
488,Roadhouse Blues,Teo,https://open.spotify.com/track/55LliCM5kkioTHHFFgkVAd
489,Carry on Wayward Son,Cosmonkey,https://open.spotify.com/track/0xPzTIrpPSn29lJp6XFo9W
490,Paradise City,Chill Beats Music,https://open.spotify.com/track/4Vekrmrj2S8ZrUlxbVMmsR
491,"Paint It, Black",No Spirit,https://open.spotify.com/track/4vEx4TerGNnyjGR60gzXYI
492,The Man Who Sold The World,H.1,https://open.spotify.com/track/7tT00DTuukaojjAAxmrjqv
493,The Day That Never Comes,Chill Beats Music,https://open.spotify.com/track/3CvG7729hBSNpP3S9epNtU
494,Ride The Lightning,namzzo,https://open.spotify.com/track/2gzdFP67lkzpdSmLKg5R7C
495,Fade To Black,Chill Beats Music,https://open.spotify.com/track/2ycutnKbnAJHVKQ3cNMamQ
496,For Whom The Bell Tolls,Tibeauthetraveler,https://open.spotify.com/track/3lxbyzX36Lrkl99xkwXzm1
497,Master Of Puppets,Woodville,https://open.spotify.com/track/0y8QbNzjsCMYbPxSoSU8QV
498,Jump,softy,https://open.spotify.com/track/6DAM6X44F0ghkVJ3LCwy0z
499,Runnin' with the Devil,Project AER,https://open.spotify.com/track/7JLotSAhXp3wGI0vOwYjzM
500,Hotel California - 2013 Remaster,Loafy Building,https://open.spotify.com/track/34yGHmCajATZleHXZ6xyFn
501,Crazy Train - 2002 Version,Screen Jazzmaster,https://open.spotify.com/track/0eUyvXi1OHuJxikJau7tiw
502,Detroit Rock City,l'Outlander,https://open.spotify.com/track/4u6HB2WGajSD5tqgJU1ibB
503,I Was Made For Lovin' You,vhsgus,https://open.spotify.com/track/40WiGkZKPR9kFpMIC0qSiQ
504,Fear of the Dark,Enluv,https://open.spotify.com/track/3p7XtEhSqQuRaZtTtsxsNI
505,Dream On,Downtown Owl,https://open.spotify.com/track/0ZrXecbl1huEmQYAVBmTFs
506,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Zmeyev,https://open.spotify.com/track/5vmCNAuHKG8dxCUcUmmUvC
507,What's Up?,softy,https://open.spotify.com/track/5T2ogJEsiQczEzqVJ0TQjN
508,Under Pressure - Remastered 2011,Kayou.,https://open.spotify.com/track/1fk3DPjrgmmeLX7urEDN1w
509,Bohemian Rhapsody - Remastered 2011,Yestalgia,https://open.spotify.com/track/4JikzgX4HfLkurA2txYPdU
510,Another One Bites The Dust - Remastered 2011,Zmeyev,https://open.spotify.com/track/0eqh4wVjHN1pMuxh8me4kN
511,War Pigs / Luke's Wall - 2012 - Remaster,Chill Beats Music,https://open.spotify.com/track/3tbjXCP1GBguGJgD6gWYf2
512,Paranoid - 2012 - Remaster,Hoffy Beats,https://open.spotify.com/track/09Ynz9gdxbHguW3qVwC6pa
513,Foxey Lady,TABAL,https://open.spotify.com/track/3ckuLQ4V3sm1cBP58Qh45g
514,More Than a Feeling,a boy with a balloon,https://open.spotify.com/track/36yvqxZxi648NAsL4C6ThM
515,Hold the Line,lower fidelity,https://open.spotify.com/track/6KocN4RZWrRE3IxceU9j5q
516,Hard to Say I'm Sorry / Get Away - 2009 Remaster,Leave,https://open.spotify.com/track/7F9hBhvAremTysz2qepPUv
517,House of The Rising Sun,.Sinh,https://open.spotify.com/track/28kiHT6zsQr4XBTlh6ZM4k
518,Jekyll and Hyde,Loafy Building,https://open.spotify.com/track/5qJZI8bLB2OftRkPYkgBE2
519,Seven Nation Army,Zmeyev,https://open.spotify.com/track/4atvCeHtLVtnDQLXOZ0kMx
520,Rock You Like a Hurricane,Goson,https://open.spotify.com/track/3o4E6Xq9dUTT4imswVdIXh
521,Walkin' On The Sun,RejSende,https://open.spotify.com/track/0YDPNHKTSC0agSj7BJRkLA
522,Dr. Feelgood,Chill Beats Music,https://open.spotify.com/track/25MlK7s6TRAvI3JBHrwvyL
523,It's Been Awhile,Sátyr,https://open.spotify.com/track/2wC81TCaxUTuZMvUtado8e
524,Nookie - GH version,Downtown Owl,https://open.spotify.com/track/4WMXPm0WaIw49o8fUO3cKD
525,I Wanna Rock,sftspkn,https://open.spotify.com/track/7KLeEGuKXzWPyAH7xKlRqL
526,I Wanna Be Sedated - 2002 Remaster,Rnla,https://open.spotify.com/track/303XZmwNkMfh6XfWbyT9zD
527,Y'all Want a Single,Novvel,https://open.spotify.com/track/6rUo4x4NH8V7KnPXMdfkZj
528,Like a Stone,LostiFi,https://open.spotify.com/track/30lm0PNbPCsWJXdYBqLL5R
529,B.Y.O.B.,Chill Beats Music,https://open.spotify.com/track/57pNfaL22ySEQJWcrYHux7
530,My Hero,Linearwave,https://open.spotify.com/track/2Q4ANCinWR99oti6sftyVc
531,Two Princes,l'Outlander,https://open.spotify.com/track/602IcSITJhnIF1UYueykxE
532,Drive,Rudy Raw,https://open.spotify.com/track/13QGO1Y1auRglUajXeYeOP
533,Smooth (feat. Rob Thomas),softy,https://open.spotify.com/track/6HoPbLOXLboCJmTeZJSxbO
534,Last Kiss,Teo,https://open.spotify.com/track/5ntvgPtBosx0PNSgZqc1rg
535,Butterfly,Zmeyev,https://open.spotify.com/track/0uTA2VE1fm6ZGQyqEWTm3v
536,The Distance,Chill Beats Music,https://open.spotify.com/track/3iFofgOMwY9qA33JMLT7W5
537,Lovefool,Glimlip,https://open.spotify.com/track/09FaefBumudFplu9w2Hl7w
538,Basket Case,Nogymx,https://open.spotify.com/track/648lSR87i2zqGDiX5H00i6
539,All Star,Project AER,https://open.spotify.com/track/5XtvhUO8SfybqHtdOb4Yo3
540,Like a Stone,Downtown Owl,https://open.spotify.com/track/7oxalydBrUM3znIiTM5P9R
541,Drive,Last Memories,https://open.spotify.com/track/3JhTGOEP36gCdtpMgzaWGO
542,Would?,Hoffy Beats,https://open.spotify.com/track/76P6IAfqgcPxYLhaS980si
543,Freak On a Leash,Hoffy Beats,https://open.spotify.com/track/5jCR7Mp4ocsWHMBYlupiH1
544,Bulls On Parade,Board-Man,https://open.spotify.com/track/4hQmuBZYpWQTLiiIpkJCUd
545,Got the Life,SicknessMP,https://open.spotify.com/track/0HvytyhVaAnNA3rgVPZN1i
546,Seasons,softy,https://open.spotify.com/track/3L0Jy0nnsrrqufsta4FofW
547,Chop Suey!,Zmeyev,https://open.spotify.com/track/2etLkI00MIuvLIyuh5FbTD
548,Boiler,Worldtraveller,https://open.spotify.com/track/4Jejaq34IYj4cTMOM7ADMw
549,Cowboys from Hell,Cosmonkey,https://open.spotify.com/track/2hvrjpzkMmICannbkh0dTn
550,Cemetery Gates,Zmeyev,https://open.spotify.com/track/1VbeCizmvewLknI2ZiIliF
551,Becoming - 2014 Remaster,Purrple Cat,https://open.spotify.com/track/2ml1buRZv8UvqTNb8JWi85
552,Strength Beyond Strength - 2014 Remaster,SicknessMP,https://open.spotify.com/track/7rwsFWNQmvPk7GovBbSE9U
553,5 Minutes Alone - 2014 Remaster,Chill Beats Music,https://open.spotify.com/track/7cNdpzgouP88cs4sNNAqiA
554,In the End,namzzo,https://open.spotify.com/track/1utbwttyRSdLr5tlUY1t40
555,Numb,Goson,https://open.spotify.com/track/3qS7Tgzj2C20UFfbPayzJc
556,Numb / Encore,Glimlip,https://open.spotify.com/track/6aYbVwLAaRsDNKT5jUUAWO
557,Fortunate Son,LostiFi,https://open.spotify.com/track/5az0lrIHg8WDWP547g1gNw
558,Paranoid,Saï T,https://open.spotify.com/track/2WYiVWTXflf49CyF5Vgn93
559,Smoke on the Water,Chill Beats Music,https://open.spotify.com/track/5Z8WFdnUTsvPBE73EBuNpR
560,Welcome To The Jungle,Bequem,https://open.spotify.com/track/3r83YJyUvkbnIsR9KT45x0
561,Carry On Wayward Son,Chill Beats Music,https://open.spotify.com/track/568r84al9Dvsk1OeMA6eed
562,"Girls, Girls, Girls",Glimlip,https://open.spotify.com/track/4aD3EK2GsDCBvvbcBOcu32
563,Princes Of The Universe,SamuW,https://open.spotify.com/track/4gb9M8C5UMG1mlYotiilNA
564,Eye of the Tiger,Simber,https://open.spotify.com/track/5AJ7rz4GruAuk3I43sAgxa
565,Message In A Bottle - Remastered 2003,Tibeauthetraveler,https://open.spotify.com/track/3atGqPz2Zwfmnm1e3NiIGU
566,Paint It Black - Stereo Version,Slowheal,https://open.spotify.com/track/3XtzMSNxW0vBJaCv9pSLQa
567,The Final Countdown,Byjoelmichael,https://open.spotify.com/track/19nHtOt3U7llh1s4XBpZ7g
568,You Really Got Me,Hoffy Beats,https://open.spotify.com/track/7xpWUZ7pHcuAHUQqHeJKEX
569,Darkness Of Chirst,Chill Beats Music,https://open.spotify.com/track/3nZKjSxHPhOah5tZqTsWh6
570,Space and the Woods - Cenzo Townshend Mix,Twotrees,https://open.spotify.com/track/1TQWP9HwvLp516cBWqtEyx
571,Zero,Refeeld,https://open.spotify.com/track/3aJGP2lJwgsCduog1jmGuE
572,Deceptacon,Saï T,https://open.spotify.com/track/0FDlU2i5VMYhSNKy7WNYau
573,A-Punk,Bequem,https://open.spotify.com/track/6QeOUYs8lkF3jIqhiuPkqc
574,Nothing Ever Happened,damaa.beats,https://open.spotify.com/track/5pRqyaTUGcdrwcvWualdHn
575,I'm Not Gonna Teach Your Boyfriend How To Dance With You,LostiFi,https://open.spotify.com/track/5az0lrIHg8WDWP547g1gNw
576,Ready For The Floor,Shierro,https://open.spotify.com/track/1F5wcnZz4GRqWUm6dzrFnp
577,Lights & Music,Zmeyev,https://open.spotify.com/track/58OKPDQD0TnDb0Od3dbGHa
578,Mr. Understanding,Jay-Lounge,https://open.spotify.com/track/6nHVIXSGuHzknmQOuUsnj9
579,The Geeks Were Right,Nogymx,https://open.spotify.com/track/5I34ZsFsE9zTkdHjTnRyYA
580,One Week of Danger,l'Outlander,https://open.spotify.com/track/2OJdqZqdntPaA6QQgxDO7c
581,Flux,Hoogway,https://open.spotify.com/track/5bBFLCMyiw4Q4TGl4t814p
582,I Wanna Be a Style Crusader (DatA Remix),Downtown Owl,https://open.spotify.com/track/7oxalydBrUM3znIiTM5P9R
583,Crystalised,Sátyr,https://open.spotify.com/track/4shSkWNpPgYetDVQosQugZ
584,Satellite Mind,Last Memories,https://open.spotify.com/track/0yaBYaPzDqEvN0bYJzxnG8
585,23,Screen Jazzmaster,https://open.spotify.com/track/5728OBye3peeIkv9qlps0H
586,Dreamhunt,RenBoz,https://open.spotify.com/track/5dPdFjWBCaIEdwzItjqNeW
587,Cigarette Machine (Club Mix),Purrple Cat,https://open.spotify.com/track/7FSU3kJPedAvx8a5Sbi62m
588,Dust On The Ground,Teo,https://open.spotify.com/track/55LliCM5kkioTHHFFgkVAd
589,Lazy Eye,Cosmonkey,https://open.spotify.com/track/0xPzTIrpPSn29lJp6XFo9W
590,Help I'm Alive - Album Edit,Chill Beats Music,https://open.spotify.com/track/4Vekrmrj2S8ZrUlxbVMmsR
591,Happy Up Here,No Spirit,https://open.spotify.com/track/4vEx4TerGNnyjGR60gzXYI
592,We Are Rockstars,H.1,https://open.spotify.com/track/7tT00DTuukaojjAAxmrjqv
593,Xtatic Truth (Xtra Loud Mix),Chill Beats Music,https://open.spotify.com/track/3CvG7729hBSNpP3S9epNtU
594,Electro Karaoke,namzzo,https://open.spotify.com/track/2gzdFP67lkzpdSmLKg5R7C
595,Elvis,Chill Beats Music,https://open.spotify.com/track/2ycutnKbnAJHVKQ3cNMamQ
596,Street Justice - Street Justice MSTRKRFT Remix,Tibeauthetraveler,https://open.spotify.com/track/3lxbyzX36Lrkl99xkwXzm1
597,Testarossa (SebAstian Remix),Woodville,https://open.spotify.com/track/0y8QbNzjsCMYbPxSoSU8QV
598,Paris,softy,https://open.spotify.com/track/6DAM6X44F0ghkVJ3LCwy0z
599,Homecoming,Project AER,https://open.spotify.com/track/7JLotSAhXp3wGI0vOwYjzM
600,Professional Suicide,Loafy Building,https://open.spotify.com/track/34yGHmCajATZleHXZ6xyFn
601,Let's Dance to Joy Division,Screen Jazzmaster,https://open.spotify.com/track/0eUyvXi1OHuJxikJau7tiw
602,Stuck in my head,l'Outlander,https://open.spotify.com/track/4u6HB2WGajSD5tqgJU1ibB
603,Touring In NY (Short Tour Edit),vhsgus,https://open.spotify.com/track/40WiGkZKPR9kFpMIC0qSiQ
604,Here On My Own,Enluv,https://open.spotify.com/track/3p7XtEhSqQuRaZtTtsxsNI
605,With Every Heartbeat - with Kleerup - Radio Edit,Downtown Owl,https://open.spotify.com/track/0ZrXecbl1huEmQYAVBmTFs
606,I Believe,Zmeyev,https://open.spotify.com/track/5vmCNAuHKG8dxCUcUmmUvC
607,Favourite Things,softy,https://open.spotify.com/track/5T2ogJEsiQczEzqVJ0TQjN
608,Saturday,Kayou.,https://open.spotify.com/track/1fk3DPjrgmmeLX7urEDN1w
609,Tu es à l'Ouest,Yestalgia,https://open.spotify.com/track/4JikzgX4HfLkurA2txYPdU
610,Let´s Buy Happiness,Zmeyev,https://open.spotify.com/track/0eqh4wVjHN1pMuxh8me4kN
611,The Last Time - Arthur Baker Remix,Chill Beats Music,https://open.spotify.com/track/3tbjXCP1GBguGJgD6gWYf2
612,Lay Down the Law,Hoffy Beats,https://open.spotify.com/track/09Ynz9gdxbHguW3qVwC6pa
613,Time After Time,TABAL,https://open.spotify.com/track/3ckuLQ4V3sm1cBP58Qh45g
614,Wolf Like Me,a boy with a balloon,https://open.spotify.com/track/36yvqxZxi648NAsL4C6ThM
615,Some Velvet Morning,lower fidelity,https://open.spotify.com/track/6KocN4RZWrRE3IxceU9j5q
616,Those Dancing Days,Leave,https://open.spotify.com/track/7F9hBhvAremTysz2qepPUv
617,Monster,.Sinh,https://open.spotify.com/track/28kiHT6zsQr4XBTlh6ZM4k
618,Out There On The Ice,Loafy Building,https://open.spotify.com/track/5qJZI8bLB2OftRkPYkgBE2
619,Treehouse,Zmeyev,https://open.spotify.com/track/4atvCeHtLVtnDQLXOZ0kMx
620,In for the Kill (Lifelike Remix),Goson,https://open.spotify.com/track/3o4E6Xq9dUTT4imswVdIXh
621,Ultraviolence (Vitalic Remix),RejSende,https://open.spotify.com/track/0YDPNHKTSC0agSj7BJRkLA
622,Taken Away (Instrumental),Chill Beats Music,https://open.spotify.com/track/25MlK7s6TRAvI3JBHrwvyL
623,Maximize 2008,Sátyr,https://open.spotify.com/track/2wC81TCaxUTuZMvUtado8e
624,That Great Love Sound,Downtown Owl,https://open.spotify.com/track/4WMXPm0WaIw49o8fUO3cKD
625,Bad Girls Need Love Too - Extended Version,sftspkn,https://open.spotify.com/track/7KLeEGuKXzWPyAH7xKlRqL
626,Paper Planes,Rnla,https://open.spotify.com/track/303XZmwNkMfh6XfWbyT9zD
627,How I Became Paranoid,Novvel,https://open.spotify.com/track/6rUo4x4NH8V7KnPXMdfkZj
628,Farewell To The Fairground,LostiFi,https://open.spotify.com/track/30lm0PNbPCsWJXdYBqLL5R
629,Geraldine,Chill Beats Music,https://open.spotify.com/track/57pNfaL22ySEQJWcrYHux7
630,Standing Next To Me,Linearwave,https://open.spotify.com/track/2Q4ANCinWR99oti6sftyVc
631,I'll Give You Sympathy,l'Outlander,https://open.spotify.com/track/602IcSITJhnIF1UYueykxE
632,"Nobody Move, Nobody Get Hurt",Rudy Raw,https://open.spotify.com/track/13QGO1Y1auRglUajXeYeOP
633,Idealistic - Extended Mix,softy,https://open.spotify.com/track/6HoPbLOXLboCJmTeZJSxbO
634,Conversation Intercom - Dave Bascombe Radio Mix,Teo,https://open.spotify.com/track/5ntvgPtBosx0PNSgZqc1rg
635,D.A.N.C.E. - Live Version,Zmeyev,https://open.spotify.com/track/0uTA2VE1fm6ZGQyqEWTm3v
636,Cross The Fader,Chill Beats Music,https://open.spotify.com/track/3iFofgOMwY9qA33JMLT7W5
637,Ground Zero,Glimlip,https://open.spotify.com/track/09FaefBumudFplu9w2Hl7w
638,We Own The Sky - Edit,Nogymx,https://open.spotify.com/track/648lSR87i2zqGDiX5H00i6
639,Burst Generator,Project AER,https://open.spotify.com/track/5XtvhUO8SfybqHtdOb4Yo3
640,"Aerodynamic Beats / Gabrielle , Forget About the World",Downtown Owl,https://open.spotify.com/track/7oxalydBrUM3znIiTM5P9R
641,Ooh Yeah - Jeremy Wheatley Radio Mix,Last Memories,https://open.spotify.com/track/3JhTGOEP36gCdtpMgzaWGO
642,The Girl and the Robot - Jeremy Wheatley Radio Edit,Hoffy Beats,https://open.spotify.com/track/76P6IAfqgcPxYLhaS980si
643,Remind me - someone else's radio remix,Hoffy Beats,https://open.spotify.com/track/5jCR7Mp4ocsWHMBYlupiH1
644,The Kelly Affair,Board-Man,https://open.spotify.com/track/4hQmuBZYpWQTLiiIpkJCUd
645,The Comeback,SicknessMP,https://open.spotify.com/track/0HvytyhVaAnNA3rgVPZN1i
646,Make Out Fall Out Make Up,softy,https://open.spotify.com/track/3L0Jy0nnsrrqufsta4FofW
647,French Navy,Zmeyev,https://open.spotify.com/track/2etLkI00MIuvLIyuh5FbTD
648,Pot Kettle Black,Worldtraveller,https://open.spotify.com/track/4Jejaq34IYj4cTMOM7ADMw
649,1940 - Amplive Remix,Cosmonkey,https://open.spotify.com/track/2hvrjpzkMmICannbkh0dTn
650,One in a million,Zmeyev,https://open.spotify.com/track/1VbeCizmvewLknI2ZiIliF
651,Walking On A Dream,Purrple Cat,https://open.spotify.com/track/2ml1buRZv8UvqTNb8JWi85
652,Paris (Aeroplane Remix),SicknessMP,https://open.spotify.com/track/7rwsFWNQmvPk7GovBbSE9U
653,Lust For Life,Chill Beats Music,https://open.spotify.com/track/7cNdpzgouP88cs4sNNAqiA
654,Stuck on Repeat,namzzo,https://open.spotify.com/track/1utbwttyRSdLr5tlUY1t40
655,Come on Be Good,Goson,https://open.spotify.com/track/3qS7Tgzj2C20UFfbPayzJc
656,Neptune's Call,Glimlip,https://open.spotify.com/track/6aYbVwLAaRsDNKT5jUUAWO
657,A Walk In The Dark / Reprise,LostiFi,https://open.spotify.com/track/5az0lrIHg8WDWP547g1gNw
658,"Can't Go Out, Can't Stay In",Saï T,https://open.spotify.com/track/2WYiVWTXflf49CyF5Vgn93
659,Dominos,Chill Beats Music,https://open.spotify.com/track/5Z8WFdnUTsvPBE73EBuNpR
660,Full Moon - Marlow Remix,Bequem,https://open.spotify.com/track/3r83YJyUvkbnIsR9KT45x0
661,I Wanna Be A Style Crusader (Original),Chill Beats Music,https://open.spotify.com/track/568r84al9Dvsk1OeMA6eed
662,Talk Like That,Glimlip,https://open.spotify.com/track/4aD3EK2GsDCBvvbcBOcu32
663,Smokers Outside The Hospital Doors - Radio Edit,SamuW,https://open.spotify.com/track/4gb9M8C5UMG1mlYotiilNA
664,Happy Violentine,Simber,https://open.spotify.com/track/5AJ7rz4GruAuk3I43sAgxa
665,Freak Like Me - BRITS 2003 Version,Tibeauthetraveler,https://open.spotify.com/track/3atGqPz2Zwfmnm1e3NiIGU
666,Let's Dance to Joy Division - To My Boy Remix,Slowheal,https://open.spotify.com/track/3XtzMSNxW0vBJaCv9pSLQa
667,TKO,Byjoelmichael,https://open.spotify.com/track/19nHtOt3U7llh1s4XBpZ7g
668,Don't Listen To The Radio,Hoffy Beats,https://open.spotify.com/track/7xpWUZ7pHcuAHUQqHeJKEX
669,Sleepwalkers,Chill Beats Music,https://open.spotify.com/track/3nZKjSxHPhOah5tZqTsWh6
670,Tiny Structures,Twotrees,https://open.spotify.com/track/1TQWP9HwvLp516cBWqtEyx
671,Lungomare,Refeeld,https://open.spotify.com/track/3aJGP2lJwgsCduog1jmGuE
672,cafe p.m - Instrumental,Saï T,https://open.spotify.com/track/0FDlU2i5VMYhSNKy7WNYau
673,White Lake,Bequem,https://open.spotify.com/track/6QeOUYs8lkF3jIqhiuPkqc
674,Where I'm Meant To Be,damaa.beats,https://open.spotify.com/track/5pRqyaTUGcdrwcvWualdHn
675,Reveries,LostiFi,https://open.spotify.com/track/5az0lrIHg8WDWP547g1gNw
676,Flying Away,Shierro,https://open.spotify.com/track/1F5wcnZz4GRqWUm6dzrFnp
677,Cold Love,Zmeyev,https://open.spotify.com/track/58OKPDQD0TnDb0Od3dbGHa
678,Tomorrow,Jay-Lounge,https://open.spotify.com/track/6nHVIXSGuHzknmQOuUsnj9
679,The Great Indoors,Nogymx,https://open.spotify.com/track/5I34ZsFsE9zTkdHjTnRyYA
680,Fresh,l'Outlander,https://open.spotify.com/track/2OJdqZqdntPaA6QQgxDO7c
681,pineapple express - Instrumental,Hoogway,https://open.spotify.com/track/5bBFLCMyiw4Q4TGl4t814p
682,Spirit's Up,Downtown Owl,https://open.spotify.com/track/7oxalydBrUM3znIiTM5P9R
683,Sparrow,Sátyr,https://open.spotify.com/track/4shSkWNpPgYetDVQosQugZ
684,lonely,Last Memories,https://open.spotify.com/track/0yaBYaPzDqEvN0bYJzxnG8
685,Left Alone,Screen Jazzmaster,https://open.spotify.com/track/5728OBye3peeIkv9qlps0H
686,Picture The Sea,RenBoz,https://open.spotify.com/track/5dPdFjWBCaIEdwzItjqNeW
687,One for Winter,Purrple Cat,https://open.spotify.com/track/7FSU3kJPedAvx8a5Sbi62m
688,Koyo,Teo,https://open.spotify.com/track/55LliCM5kkioTHHFFgkVAd
689,Pax Song,Cosmonkey,https://open.spotify.com/track/0xPzTIrpPSn29lJp6XFo9W
690,Ceiling Stars,Chill Beats Music,https://open.spotify.com/track/4Vekrmrj2S8ZrUlxbVMmsR
691,Broken Clock,No Spirit,https://open.spotify.com/track/4vEx4TerGNnyjGR60gzXYI
692,It's Snowing Outside,H.1,https://open.spotify.com/track/7tT00DTuukaojjAAxmrjqv
693,A Shoulder For Olivia,Chill Beats Music,https://open.spotify.com/track/3CvG7729hBSNpP3S9epNtU
694,Dozy,namzzo,https://open.spotify.com/track/2gzdFP67lkzpdSmLKg5R7C
695,Rüya,Chill Beats Music,https://open.spotify.com/track/2ycutnKbnAJHVKQ3cNMamQ
696,coffee,Tibeauthetraveler,https://open.spotify.com/track/3lxbyzX36Lrkl99xkwXzm1
697,Overtime,Woodville,https://open.spotify.com/track/0y8QbNzjsCMYbPxSoSU8QV
698,raindrops,softy,https://open.spotify.com/track/6DAM6X44F0ghkVJ3LCwy0z
699,Come Walk With Me,Project AER,https://open.spotify.com/track/7JLotSAhXp3wGI0vOwYjzM
700,Bubbles,Loafy Building,https://open.spotify.com/track/34yGHmCajATZleHXZ6xyFn
701,Illuminated Springs,Screen Jazzmaster,https://open.spotify.com/track/0eUyvXi1OHuJxikJau7tiw
702,Sweet Afternoon,l'Outlander,https://open.spotify.com/track/4u6HB2WGajSD5tqgJU1ibB
703,Still Chillin',vhsgus,https://open.spotify.com/track/40WiGkZKPR9kFpMIC0qSiQ
704,Blowing,Enluv,https://open.spotify.com/track/3p7XtEhSqQuRaZtTtsxsNI
705,Twilight Dance,Downtown Owl,https://open.spotify.com/track/0ZrXecbl1huEmQYAVBmTFs
706,open late - Instrumental,Zmeyev,https://open.spotify.com/track/5vmCNAuHKG8dxCUcUmmUvC
707,7Days Sea,softy,https://open.spotify.com/track/5T2ogJEsiQczEzqVJ0TQjN
708,Waterfall,Kayou.,https://open.spotify.com/track/1fk3DPjrgmmeLX7urEDN1w
709,Caribou,Yestalgia,https://open.spotify.com/track/4JikzgX4HfLkurA2txYPdU
710,Winter's Tale,Zmeyev,https://open.spotify.com/track/0eqh4wVjHN1pMuxh8me4kN
711,Likesomeoneinluv,Chill Beats Music,https://open.spotify.com/track/3tbjXCP1GBguGJgD6gWYf2
712,You Never Know,Hoffy Beats,https://open.spotify.com/track/09Ynz9gdxbHguW3qVwC6pa
713,Jazzy,TABAL,https://open.spotify.com/track/3ckuLQ4V3sm1cBP58Qh45g
714,Palos Verdes,a boy with a balloon,https://open.spotify.com/track/36yvqxZxi648NAsL4C6ThM
715,Sunny Day at the Beach,lower fidelity,https://open.spotify.com/track/6KocN4RZWrRE3IxceU9j5q
716,Coffee Bean,Leave,https://open.spotify.com/track/7F9hBhvAremTysz2qepPUv
717,sunday morning,.Sinh,https://open.spotify.com/track/28kiHT6zsQr4XBTlh6ZM4k
718,World Beyond the Clouds,Loafy Building,https://open.spotify.com/track/5qJZI8bLB2OftRkPYkgBE2
719,Passengers,Zmeyev,https://open.spotify.com/track/4atvCeHtLVtnDQLXOZ0kMx
720,Nap,Goson,https://open.spotify.com/track/3o4E6Xq9dUTT4imswVdIXh
721,Lotus,RejSende,https://open.spotify.com/track/0YDPNHKTSC0agSj7BJRkLA
722,Blessed,Chill Beats Music,https://open.spotify.com/track/25MlK7s6TRAvI3JBHrwvyL
723,Morning Walks,Sátyr,https://open.spotify.com/track/2wC81TCaxUTuZMvUtado8e
724,Underwater,Downtown Owl,https://open.spotify.com/track/4WMXPm0WaIw49o8fUO3cKD
725,from far away,sftspkn,https://open.spotify.com/track/7KLeEGuKXzWPyAH7xKlRqL
726,Tent City,Rnla,https://open.spotify.com/track/303XZmwNkMfh6XfWbyT9zD
