,song,artist,urls
727,Lavras,Novvel,https://open.spotify.com/track/6rUo4x4NH8V7KnPXMdfkZj
728,Kilika,LostiFi,https://open.spotify.com/track/30lm0PNbPCsWJXdYBqLL5R
729,Some Kinda Way,Chill Beats Music,https://open.spotify.com/track/57pNfaL22ySEQJWcrYHux7
730,Open the Door,Linearwave,https://open.spotify.com/track/2Q4ANCinWR99oti6sftyVc
731,Waltz of the Waves,l'Outlander,https://open.spotify.com/track/602IcSITJhnIF1UYueykxE
732,Moonlight,Rudy Raw,https://open.spotify.com/track/13QGO1Y1auRglUajXeYeOP
733,Comfort Zone,softy,https://open.spotify.com/track/6HoPbLOXLboCJmTeZJSxbO
734,Thallium,Teo,https://open.spotify.com/track/5ntvgPtBosx0PNSgZqc1rg
735,Shinjuku,Zmeyev,https://open.spotify.com/track/0uTA2VE1fm6ZGQyqEWTm3v
736,hold the elevator!,Chill Beats Music,https://open.spotify.com/track/3iFofgOMwY9qA33JMLT7W5
737,Nightlife,Glimlip,https://open.spotify.com/track/09FaefBumudFplu9w2Hl7w
738,Evolving,Nogymx,https://open.spotify.com/track/648lSR87i2zqGDiX5H00i6
739,Fuji,Project AER,https://open.spotify.com/track/5XtvhUO8SfybqHtdOb4Yo3
740,When The Heart Beats,Downtown Owl,https://open.spotify.com/track/7oxalydBrUM3znIiTM5P9R
741,Coffee Break,Last Memories,https://open.spotify.com/track/3JhTGOEP36gCdtpMgzaWGO
742,Vibezin,Hoffy Beats,https://open.spotify.com/track/76P6IAfqgcPxYLhaS980si
743,Rainy Day,Hoffy Beats,https://open.spotify.com/track/5jCR7Mp4ocsWHMBYlupiH1
744,Dusk to Dawn,Board-Man,https://open.spotify.com/track/4hQmuBZYpWQTLiiIpkJCUd
745,always on my mind,SicknessMP,https://open.spotify.com/track/0HvytyhVaAnNA3rgVPZN1i
746,Nourish,softy,https://open.spotify.com/track/3L0Jy0nnsrrqufsta4FofW
747,Surface,Zmeyev,https://open.spotify.com/track/2etLkI00MIuvLIyuh5FbTD
748,Clouds,Worldtraveller,https://open.spotify.com/track/4Jejaq34IYj4cTMOM7ADMw
749,Dancing Amidst Clouds,Cosmonkey,https://open.spotify.com/track/2hvrjpzkMmICannbkh0dTn
750,A New Chapter,Zmeyev,https://open.spotify.com/track/1VbeCizmvewLknI2ZiIliF
751,Letter,Purrple Cat,https://open.spotify.com/track/2ml1buRZv8UvqTNb8JWi85
752,Peace Meeting,SicknessMP,https://open.spotify.com/track/7rwsFWNQmvPk7GovBbSE9U
753,Lost & Found,Chill Beats Music,https://open.spotify.com/track/7cNdpzgouP88cs4sNNAqiA
754,Reconnect,namzzo,https://open.spotify.com/track/1utbwttyRSdLr5tlUY1t40
755,Nostalgia,Goson,https://open.spotify.com/track/3qS7Tgzj2C20UFfbPayzJc
756,Rainfall,Glimlip,https://open.spotify.com/track/6aYbVwLAaRsDNKT5jUUAWO
757,Alfresco,LostiFi,https://open.spotify.com/track/5az0lrIHg8WDWP547g1gNw
758,Respiration,Saï T,https://open.spotify.com/track/2WYiVWTXflf49CyF5Vgn93
759,Ethereal Traces,Chill Beats Music,https://open.spotify.com/track/5Z8WFdnUTsvPBE73EBuNpR
760,Beauty Around You,Bequem,https://open.spotify.com/track/3r83YJyUvkbnIsR9KT45x0
761,Crate Diggers,Chill Beats Music,https://open.spotify.com/track/568r84al9Dvsk1OeMA6eed
762,Twilight Liquor,Glimlip,https://open.spotify.com/track/4aD3EK2GsDCBvvbcBOcu32
763,Childhood Dreams,SamuW,https://open.spotify.com/track/4gb9M8C5UMG1mlYotiilNA
764,love actually,Simber,https://open.spotify.com/track/5AJ7rz4GruAuk3I43sAgxa
765,Self-Explanatory,Tibeauthetraveler,https://open.spotify.com/track/3atGqPz2Zwfmnm1e3NiIGU
766,I bumped into you in the hallway,Slowheal,https://open.spotify.com/track/3XtzMSNxW0vBJaCv9pSLQa
767,Evening Lights,Byjoelmichael,https://open.spotify.com/track/19nHtOt3U7llh1s4XBpZ7g
768,fireplace,Hoffy Beats,https://open.spotify.com/track/7xpWUZ7pHcuAHUQqHeJKEX
769,Static Second,Chill Beats Music,https://open.spotify.com/track/3nZKjSxHPhOah5tZqTsWh6
770,Malibu - Acoustic,Twotrees,https://open.spotify.com/track/1TQWP9HwvLp516cBWqtEyx
771,Get Lucky - Acoustic,Refeeld,https://open.spotify.com/track/3aJGP2lJwgsCduog1jmGuE
772,Scared To Be Lonely - Acoustic,Saï T,https://open.spotify.com/track/0FDlU2i5VMYhSNKy7WNYau
773,City of Stars,Bequem,https://open.spotify.com/track/6QeOUYs8lkF3jIqhiuPkqc
774,"I'm Not the Only One - Live from Spotify, London",damaa.beats,https://open.spotify.com/track/5pRqyaTUGcdrwcvWualdHn
775,We Found Love,LostiFi,https://open.spotify.com/track/5az0lrIHg8WDWP547g1gNw
776,Cryin',Shierro,https://open.spotify.com/track/1F5wcnZz4GRqWUm6dzrFnp
777,Human Nature - Acoustic,Zmeyev,https://open.spotify.com/track/58OKPDQD0TnDb0Od3dbGHa
778,Thunder - Acoustic,Jay-Lounge,https://open.spotify.com/track/6nHVIXSGuHzknmQOuUsnj9
779,Fix You - Live,Nogymx,https://open.spotify.com/track/5I34ZsFsE9zTkdHjTnRyYA
780,Every Breath You Take (feat. Liza Anne),l'Outlander,https://open.spotify.com/track/2OJdqZqdntPaA6QQgxDO7c
781,Girls Just Wanna Have Fun - Acoustic,Hoogway,https://open.spotify.com/track/5bBFLCMyiw4Q4TGl4t814p
782,She Will Be Loved - Acoustic,Downtown Owl,https://open.spotify.com/track/7oxalydBrUM3znIiTM5P9R
783,Photograph (feat. Bea Miller),Sátyr,https://open.spotify.com/track/4shSkWNpPgYetDVQosQugZ
784,In My Life,Last Memories,https://open.spotify.com/track/0yaBYaPzDqEvN0bYJzxnG8
785,Something Just Like This - Acoustic,Screen Jazzmaster,https://open.spotify.com/track/5728OBye3peeIkv9qlps0H
786,I Feel It Coming - Acoustic Live Lounge,RenBoz,https://open.spotify.com/track/5dPdFjWBCaIEdwzItjqNeW
787,Sorry,Purrple Cat,https://open.spotify.com/track/7FSU3kJPedAvx8a5Sbi62m
788,Umbrella - Acoustic Version,Teo,https://open.spotify.com/track/55LliCM5kkioTHHFFgkVAd
789,What About Us - Acoustic,Cosmonkey,https://open.spotify.com/track/0xPzTIrpPSn29lJp6XFo9W
790,Perfect - Acoustic,Chill Beats Music,https://open.spotify.com/track/4Vekrmrj2S8ZrUlxbVMmsR
791,It Aint me - Acoustic,No Spirit,https://open.spotify.com/track/4vEx4TerGNnyjGR60gzXYI
792,2U - Acoustic Version,H.1,https://open.spotify.com/track/7tT00DTuukaojjAAxmrjqv
793,No One - Acoustic,Chill Beats Music,https://open.spotify.com/track/3CvG7729hBSNpP3S9epNtU
794,Blinding Lights,namzzo,https://open.spotify.com/track/2gzdFP67lkzpdSmLKg5R7C
795,We Can't Stop - Acoustic,Chill Beats Music,https://open.spotify.com/track/2ycutnKbnAJHVKQ3cNMamQ
796,There's Nothing Holdin Me Back,Tibeauthetraveler,https://open.spotify.com/track/3lxbyzX36Lrkl99xkwXzm1
797,Crazy - Live Sessions,Woodville,https://open.spotify.com/track/0y8QbNzjsCMYbPxSoSU8QV
798,Chandelier - Live from The Village,softy,https://open.spotify.com/track/6DAM6X44F0ghkVJ3LCwy0z
799,Agua,Project AER,https://open.spotify.com/track/7JLotSAhXp3wGI0vOwYjzM
800,Closer,Loafy Building,https://open.spotify.com/track/34yGHmCajATZleHXZ6xyFn
801,If I Ain't Got You - Piano & Vocal Version,Screen Jazzmaster,https://open.spotify.com/track/0eUyvXi1OHuJxikJau7tiw
802,Let Her Go - Acoustic,l'Outlander,https://open.spotify.com/track/4u6HB2WGajSD5tqgJU1ibB
803,Don't Wanna Know - Acoustic Version,vhsgus,https://open.spotify.com/track/40WiGkZKPR9kFpMIC0qSiQ
804,Señorita - Acoustic Version,Enluv,https://open.spotify.com/track/3p7XtEhSqQuRaZtTtsxsNI
805,Naked - Acoustic Version,Downtown Owl,https://open.spotify.com/track/0ZrXecbl1huEmQYAVBmTFs
806,Havana - Acoustic,Zmeyev,https://open.spotify.com/track/5vmCNAuHKG8dxCUcUmmUvC
807,Let It Go,softy,https://open.spotify.com/track/5T2ogJEsiQczEzqVJ0TQjN
808,Baby One More Time - Recorded at Spotify Studios New York City,Kayou.,https://open.spotify.com/track/1fk3DPjrgmmeLX7urEDN1w
809,Algo contigo,Yestalgia,https://open.spotify.com/track/4JikzgX4HfLkurA2txYPdU
810,Heaven Is a Place on Earth,Zmeyev,https://open.spotify.com/track/0eqh4wVjHN1pMuxh8me4kN
811,Starboy - Acoustic,Chill Beats Music,https://open.spotify.com/track/3tbjXCP1GBguGJgD6gWYf2
812,Stolen Dance,Hoffy Beats,https://open.spotify.com/track/09Ynz9gdxbHguW3qVwC6pa
813,All of Me - Live from Spotify Milan,TABAL,https://open.spotify.com/track/3ckuLQ4V3sm1cBP58Qh45g
814,I'm the One - Acoustic,a boy with a balloon,https://open.spotify.com/track/36yvqxZxi648NAsL4C6ThM
815,Attention - Acoustic,lower fidelity,https://open.spotify.com/track/6KocN4RZWrRE3IxceU9j5q
816,High Hopes,Leave,https://open.spotify.com/track/7F9hBhvAremTysz2qepPUv
817,Chasing Cars,.Sinh,https://open.spotify.com/track/28kiHT6zsQr4XBTlh6ZM4k
818,Blank Space/Stand By Me - Live From Spotify London,Loafy Building,https://open.spotify.com/track/5qJZI8bLB2OftRkPYkgBE2
819,IDGAF - Acoustic,Zmeyev,https://open.spotify.com/track/4atvCeHtLVtnDQLXOZ0kMx
820,La Vie En Rose,Goson,https://open.spotify.com/track/3o4E6Xq9dUTT4imswVdIXh
821,Rockabye - Acoustic Version,RejSende,https://open.spotify.com/track/0YDPNHKTSC0agSj7BJRkLA
822,Another Love - Live from Spotify (SXSW),Chill Beats Music,https://open.spotify.com/track/25MlK7s6TRAvI3JBHrwvyL
823,Scars To Your Beautiful,Sátyr,https://open.spotify.com/track/2wC81TCaxUTuZMvUtado8e
824,Slide - Acoustic Version,Downtown Owl,https://open.spotify.com/track/4WMXPm0WaIw49o8fUO3cKD
825,Torn - Acoustic MTV Unplugged,sftspkn,https://open.spotify.com/track/7KLeEGuKXzWPyAH7xKlRqL
826,Stay With Me - Live From Spotify Berlin,Rnla,https://open.spotify.com/track/303XZmwNkMfh6XfWbyT9zD
827,Lot To Learn,Novvel,https://open.spotify.com/track/6rUo4x4NH8V7KnPXMdfkZj
828,Maps,LostiFi,https://open.spotify.com/track/30lm0PNbPCsWJXdYBqLL5R
829,Sunday Morning - Acoustic,Chill Beats Music,https://open.spotify.com/track/57pNfaL22ySEQJWcrYHux7
830,Too Good At Goodbyes - Acoustic,Linearwave,https://open.spotify.com/track/2Q4ANCinWR99oti6sftyVc
831,Kiss Me - AOL Sessions Acoustic Version,l'Outlander,https://open.spotify.com/track/602IcSITJhnIF1UYueykxE
832,Don't Start Now,Rudy Raw,https://open.spotify.com/track/13QGO1Y1auRglUajXeYeOP
833,In My Blood,softy,https://open.spotify.com/track/6HoPbLOXLboCJmTeZJSxbO
834,Sugar - Acoustic,Teo,https://open.spotify.com/track/5ntvgPtBosx0PNSgZqc1rg
835,Cold Water,Zmeyev,https://open.spotify.com/track/0uTA2VE1fm6ZGQyqEWTm3v
836,Shape of You - Acoustic,Chill Beats Music,https://open.spotify.com/track/3iFofgOMwY9qA33JMLT7W5
837,In My Mind,Glimlip,https://open.spotify.com/track/09FaefBumudFplu9w2Hl7w
838,Set Fire To The Rain,Nogymx,https://open.spotify.com/track/648lSR87i2zqGDiX5H00i6
839,September Song - Guitar Acoustic,Project AER,https://open.spotify.com/track/5XtvhUO8SfybqHtdOb4Yo3
840,XO,Downtown Owl,https://open.spotify.com/track/7oxalydBrUM3znIiTM5P9R
841,Firestone - Live Acoustic Version,Last Memories,https://open.spotify.com/track/3JhTGOEP36gCdtpMgzaWGO
842,Linger,Hoffy Beats,https://open.spotify.com/track/76P6IAfqgcPxYLhaS980si
843,You Are My Sunshine,Hoffy Beats,https://open.spotify.com/track/5jCR7Mp4ocsWHMBYlupiH1
844,She's On My Mind - Guitar Acoustic,Board-Man,https://open.spotify.com/track/4hQmuBZYpWQTLiiIpkJCUd
845,1973 - Acoustic,SicknessMP,https://open.spotify.com/track/0HvytyhVaAnNA3rgVPZN1i
846,Ordinary World,softy,https://open.spotify.com/track/3L0Jy0nnsrrqufsta4FofW
847,Make Me (Cry) - Acoustic,Zmeyev,https://open.spotify.com/track/2etLkI00MIuvLIyuh5FbTD
848,Price Tag - Acoustic Version,Worldtraveller,https://open.spotify.com/track/4Jejaq34IYj4cTMOM7ADMw
849,Too Much To Ask - Acoustic,Cosmonkey,https://open.spotify.com/track/2hvrjpzkMmICannbkh0dTn
850,Creep,Zmeyev,https://open.spotify.com/track/1VbeCizmvewLknI2ZiIliF
851,In My Life,Purrple Cat,https://open.spotify.com/track/2ml1buRZv8UvqTNb8JWi85
852,"Mad World - Recorded at Metropolis Studios, London",SicknessMP,https://open.spotify.com/track/7rwsFWNQmvPk7GovBbSE9U
853,Perfect Strangers - Acoustic,Chill Beats Music,https://open.spotify.com/track/7cNdpzgouP88cs4sNNAqiA
854,I Like Me Better - Recorded at Spotify Studios NYC,namzzo,https://open.spotify.com/track/1utbwttyRSdLr5tlUY1t40
855,Rather Be,Goson,https://open.spotify.com/track/3qS7Tgzj2C20UFfbPayzJc
856,Give Me Everything,Glimlip,https://open.spotify.com/track/6aYbVwLAaRsDNKT5jUUAWO
857,Fast Car,LostiFi,https://open.spotify.com/track/5az0lrIHg8WDWP547g1gNw
858,High and Dry,Saï T,https://open.spotify.com/track/2WYiVWTXflf49CyF5Vgn93
859,True Colours,Chill Beats Music,https://open.spotify.com/track/5Z8WFdnUTsvPBE73EBuNpR
860,Ain't Nobody (Loves Me Better) - Acoustic,Bequem,https://open.spotify.com/track/3r83YJyUvkbnIsR9KT45x0
861,Time After Time,Chill Beats Music,https://open.spotify.com/track/568r84al9Dvsk1OeMA6eed
862,Stay,Glimlip,https://open.spotify.com/track/4aD3EK2GsDCBvvbcBOcu32
863,Ciao Adios - Acoustic,SamuW,https://open.spotify.com/track/4gb9M8C5UMG1mlYotiilNA
864,Stitches,Simber,https://open.spotify.com/track/5AJ7rz4GruAuk3I43sAgxa
865,Slow Hands - Acoustic,Tibeauthetraveler,https://open.spotify.com/track/3atGqPz2Zwfmnm1e3NiIGU
866,Summertime Sadness (Acoustic Cover) feat. Keelan Donovan,Slowheal,https://open.spotify.com/track/3XtzMSNxW0vBJaCv9pSLQa
867,Hey Brother,Byjoelmichael,https://open.spotify.com/track/19nHtOt3U7llh1s4XBpZ7g
868,Chained To The Rhythm,Hoffy Beats,https://open.spotify.com/track/7xpWUZ7pHcuAHUQqHeJKEX
869,Wild Love - Acoustic,Chill Beats Music,https://open.spotify.com/track/3nZKjSxHPhOah5tZqTsWh6
870,You Were There,Twotrees,https://open.spotify.com/track/1TQWP9HwvLp516cBWqtEyx
871,The Mountain Will Fall,Refeeld,https://open.spotify.com/track/3aJGP2lJwgsCduog1jmGuE
872,The Sideshow (feat. Ernie Fresh),Saï T,https://open.spotify.com/track/0FDlU2i5VMYhSNKy7WNYau
873,Arena,Bequem,https://open.spotify.com/track/6QeOUYs8lkF3jIqhiuPkqc
874,Shangri-La,damaa.beats,https://open.spotify.com/track/5pRqyaTUGcdrwcvWualdHn
875,Genesis,LostiFi,https://open.spotify.com/track/5az0lrIHg8WDWP547g1gNw
876,D.A.N.C.E.,Shierro,https://open.spotify.com/track/1F5wcnZz4GRqWUm6dzrFnp
877,Let There Be Light,Zmeyev,https://open.spotify.com/track/58OKPDQD0TnDb0Od3dbGHa
878,Phantom,Jay-Lounge,https://open.spotify.com/track/6nHVIXSGuHzknmQOuUsnj9
879,"Phantom, Pt. II",Nogymx,https://open.spotify.com/track/5I34ZsFsE9zTkdHjTnRyYA
880,Blizzard,l'Outlander,https://open.spotify.com/track/2OJdqZqdntPaA6QQgxDO7c
881,Testarossa Autodrive,Hoogway,https://open.spotify.com/track/5bBFLCMyiw4Q4TGl4t814p
882,Rampage,Downtown Owl,https://open.spotify.com/track/7oxalydBrUM3znIiTM5P9R
883,Da Funk,Sátyr,https://open.spotify.com/track/4shSkWNpPgYetDVQosQugZ
884,Wild for the Night (feat. Skrillex & Birdy Nam Nam),Last Memories,https://open.spotify.com/track/0yaBYaPzDqEvN0bYJzxnG8
885,Helix,Screen Jazzmaster,https://open.spotify.com/track/5728OBye3peeIkv9qlps0H
886,On'n'On,RenBoz,https://open.spotify.com/track/5dPdFjWBCaIEdwzItjqNeW
887,Viol,Purrple Cat,https://open.spotify.com/track/7FSU3kJPedAvx8a5Sbi62m
888,Pursuit,Teo,https://open.spotify.com/track/55LliCM5kkioTHHFFgkVAd
889,Aleph,Cosmonkey,https://open.spotify.com/track/0xPzTIrpPSn29lJp6XFo9W
890,Odd Look,Chill Beats Music,https://open.spotify.com/track/4Vekrmrj2S8ZrUlxbVMmsR
891,Wayfarer,No Spirit,https://open.spotify.com/track/4vEx4TerGNnyjGR60gzXYI
892,Disco Zombi Italia,H.1,https://open.spotify.com/track/7tT00DTuukaojjAAxmrjqv
893,Le Perv,Chill Beats Music,https://open.spotify.com/track/3CvG7729hBSNpP3S9epNtU
894,Hang'em All,namzzo,https://open.spotify.com/track/2gzdFP67lkzpdSmLKg5R7C
895,Angst : Four,Chill Beats Music,https://open.spotify.com/track/2ycutnKbnAJHVKQ3cNMamQ
896,Make This Right,Tibeauthetraveler,https://open.spotify.com/track/3lxbyzX36Lrkl99xkwXzm1
897,DNA,Woodville,https://open.spotify.com/track/0y8QbNzjsCMYbPxSoSU8QV
898,Lights Out,softy,https://open.spotify.com/track/6DAM6X44F0ghkVJ3LCwy0z
899,Me No Care,Project AER,https://open.spotify.com/track/7JLotSAhXp3wGI0vOwYjzM
900,Hadouken (VIP),Loafy Building,https://open.spotify.com/track/34yGHmCajATZleHXZ6xyFn
901,Head Splitter,Screen Jazzmaster,https://open.spotify.com/track/0eUyvXi1OHuJxikJau7tiw
902,Mr. B (feat. Dominic Lalli),l'Outlander,https://open.spotify.com/track/4u6HB2WGajSD5tqgJU1ibB
903,I Remember - J Majik & Wickaman Remix,vhsgus,https://open.spotify.com/track/40WiGkZKPR9kFpMIC0qSiQ
904,Into the Labyrinth,Enluv,https://open.spotify.com/track/3p7XtEhSqQuRaZtTtsxsNI
905,Burn It Down,Downtown Owl,https://open.spotify.com/track/0ZrXecbl1huEmQYAVBmTFs
906,The Prestige,Zmeyev,https://open.spotify.com/track/5vmCNAuHKG8dxCUcUmmUvC
907,Running Wild,softy,https://open.spotify.com/track/5T2ogJEsiQczEzqVJ0TQjN
908,Soldiers,Kayou.,https://open.spotify.com/track/1fk3DPjrgmmeLX7urEDN1w
909,Stranger Things - Extended,Yestalgia,https://open.spotify.com/track/4JikzgX4HfLkurA2txYPdU
910,Hydrogen,Zmeyev,https://open.spotify.com/track/0eqh4wVjHN1pMuxh8me4kN
911,84' Dreamin,Chill Beats Music,https://open.spotify.com/track/3tbjXCP1GBguGJgD6gWYf2
912,Quixotic,Hoffy Beats,https://open.spotify.com/track/09Ynz9gdxbHguW3qVwC6pa
913,Future Club,TABAL,https://open.spotify.com/track/3ckuLQ4V3sm1cBP58Qh45g
914,Sexualizer (feat. Flash Arnold),a boy with a balloon,https://open.spotify.com/track/36yvqxZxi648NAsL4C6ThM
915,Lady,lower fidelity,https://open.spotify.com/track/6KocN4RZWrRE3IxceU9j5q
916,Miami Disco,Leave,https://open.spotify.com/track/7F9hBhvAremTysz2qepPUv
917,In The Face Of Evil,.Sinh,https://open.spotify.com/track/28kiHT6zsQr4XBTlh6ZM4k
918,Run,Loafy Building,https://open.spotify.com/track/5qJZI8bLB2OftRkPYkgBE2
919,Miami - Original Mix,Zmeyev,https://open.spotify.com/track/4atvCeHtLVtnDQLXOZ0kMx
920,Voyager - Original Mix,Goson,https://open.spotify.com/track/3o4E6Xq9dUTT4imswVdIXh
921,She Swallowed Burning Coals,RejSende,https://open.spotify.com/track/0YDPNHKTSC0agSj7BJRkLA
922,Wolfpack (feat. Maskarade),Chill Beats Music,https://open.spotify.com/track/25MlK7s6TRAvI3JBHrwvyL
923,"Pirates, Punks & Politics (feat. Perry Farrell)",Sátyr,https://open.spotify.com/track/2wC81TCaxUTuZMvUtado8e
924,All Black Everything (feat. Gallows),Downtown Owl,https://open.spotify.com/track/4WMXPm0WaIw49o8fUO3cKD
925,Warp 7.7 (feat. Steve Aoki),sftspkn,https://open.spotify.com/track/7KLeEGuKXzWPyAH7xKlRqL
926,Beautiful - Original Mix,Rnla,https://open.spotify.com/track/303XZmwNkMfh6XfWbyT9zD
927,Again (feat. XXXTENTACION),Novvel,https://open.spotify.com/track/6rUo4x4NH8V7KnPXMdfkZj
928,Hands (feat. Denai Moore),LostiFi,https://open.spotify.com/track/30lm0PNbPCsWJXdYBqLL5R
929,Krush Groove,Chill Beats Music,https://open.spotify.com/track/57pNfaL22ySEQJWcrYHux7
930,Mental,Linearwave,https://open.spotify.com/track/2Q4ANCinWR99oti6sftyVc
931,Southside Groove,l'Outlander,https://open.spotify.com/track/602IcSITJhnIF1UYueykxE
932,Playtime Is Over,Rudy Raw,https://open.spotify.com/track/13QGO1Y1auRglUajXeYeOP
933,Disintegration - Dirtyphonics Remix,softy,https://open.spotify.com/track/6HoPbLOXLboCJmTeZJSxbO
934,Get Innocuous!,Teo,https://open.spotify.com/track/5ntvgPtBosx0PNSgZqc1rg
935,Cult,Zmeyev,https://open.spotify.com/track/0uTA2VE1fm6ZGQyqEWTm3v
936,Thieves,Chill Beats Music,https://open.spotify.com/track/3iFofgOMwY9qA33JMLT7W5
937,Around the Globe,Glimlip,https://open.spotify.com/track/09FaefBumudFplu9w2Hl7w
938,I Never Knew,Nogymx,https://open.spotify.com/track/648lSR87i2zqGDiX5H00i6
939,Planisphere,Project AER,https://open.spotify.com/track/5XtvhUO8SfybqHtdOb4Yo3
940,Dance Yrself Clean,Downtown Owl,https://open.spotify.com/track/7oxalydBrUM3znIiTM5P9R
941,Citi Bike,Last Memories,https://open.spotify.com/track/3JhTGOEP36gCdtpMgzaWGO
942,Chase II,Hoffy Beats,https://open.spotify.com/track/76P6IAfqgcPxYLhaS980si
943,Deceptacon (DFA Rmx) By Tim Goldsworthy & James Murphy for the Dfa,Hoffy Beats,https://open.spotify.com/track/5jCR7Mp4ocsWHMBYlupiH1
944,Divide & Conquer,Board-Man,https://open.spotify.com/track/4hQmuBZYpWQTLiiIpkJCUd
945,"4'18"" 'Till the End",SicknessMP,https://open.spotify.com/track/0HvytyhVaAnNA3rgVPZN1i
946,Diamonds,softy,https://open.spotify.com/track/3L0Jy0nnsrrqufsta4FofW
947,The End,Zmeyev,https://open.spotify.com/track/2etLkI00MIuvLIyuh5FbTD
948,Daemon,Worldtraveller,https://open.spotify.com/track/4Jejaq34IYj4cTMOM7ADMw
949,Adieu,Cosmonkey,https://open.spotify.com/track/2hvrjpzkMmICannbkh0dTn
950,Warlord,Zmeyev,https://open.spotify.com/track/1VbeCizmvewLknI2ZiIliF
951,Ottomatic,Purrple Cat,https://open.spotify.com/track/2ml1buRZv8UvqTNb8JWi85
952,Dreams,SicknessMP,https://open.spotify.com/track/7rwsFWNQmvPk7GovBbSE9U
953,Motorcycle Boy,Chill Beats Music,https://open.spotify.com/track/7cNdpzgouP88cs4sNNAqiA
954,Sonic Crusader,namzzo,https://open.spotify.com/track/1utbwttyRSdLr5tlUY1t40
955,Drill,Goson,https://open.spotify.com/track/3qS7Tgzj2C20UFfbPayzJc
956,Parliament Of The Rooks,Glimlip,https://open.spotify.com/track/6aYbVwLAaRsDNKT5jUUAWO
957,"Ash Sync - Air, Alex Gopher & Etienne De Crécy Version",LostiFi,https://open.spotify.com/track/5az0lrIHg8WDWP547g1gNw
958,Future Crypto,Saï T,https://open.spotify.com/track/2WYiVWTXflf49CyF5Vgn93
959,Celestial Breakdown,Chill Beats Music,https://open.spotify.com/track/5Z8WFdnUTsvPBE73EBuNpR
960,Wow Esme,Bequem,https://open.spotify.com/track/3r83YJyUvkbnIsR9KT45x0
961,Brest,Chill Beats Music,https://open.spotify.com/track/568r84al9Dvsk1OeMA6eed
962,U Betta,Glimlip,https://open.spotify.com/track/4aD3EK2GsDCBvvbcBOcu32
963,Angel Speak,SamuW,https://open.spotify.com/track/4gb9M8C5UMG1mlYotiilNA
964,Do It 4 U,Simber,https://open.spotify.com/track/5AJ7rz4GruAuk3I43sAgxa
965,Zeal,Tibeauthetraveler,https://open.spotify.com/track/3atGqPz2Zwfmnm1e3NiIGU
966,Super Ink Burst,Slowheal,https://open.spotify.com/track/3XtzMSNxW0vBJaCv9pSLQa
967,Delta,Byjoelmichael,https://open.spotify.com/track/19nHtOt3U7llh1s4XBpZ7g
968,Início,Hoffy Beats,https://open.spotify.com/track/7xpWUZ7pHcuAHUQqHeJKEX
969,Livin' at Mumsies,Chill Beats Music,https://open.spotify.com/track/3nZKjSxHPhOah5tZqTsWh6
